Whether airplane mode is currently on	Whether airplane mode is currently on
Whether an appointment is on in any calendar right now	Whether an appointment is on in any calendar right now
Whether battery saver is currently on	Whether battery saver is currently on
Whether something is covering the sensor above the screen — a pocket, a hand on the glass, the device face down	Whether something is covering the sensor above the screen — a pocket, a hand on the glass, the device face down
Whether the device is currently charging	Whether the device is currently charging
Whether the device is currently in dark theme (night mode)	Whether the device is currently in dark theme (night mode)
Whether the device is currently sitting in a dock	Whether the device is currently sitting in a dock
Whether the microphone is recording right now	Whether the microphone is recording right now
Whether the screen is currently on and interactive	Whether the screen is currently on and interactive
Which way up	Which way up
While the screen is off	While the screen is off
Whole number	Whole number
Whole series	Whole series
Wi-Fi Network	Wi-Fi Network
Wi-Fi State Change	Wi-Fi State Change
Wi-Fi enabled	Wi-Fi enabled
Wi-Fi network	Wi-Fi network
Width	Width
Within (ms)	Within (ms)
Write to File	Write to File
Writes a message to this workflow\'s console	Writes a message to this workflow\'s console
Writes or removes a picture\'s description, date, location or camera details	Writes or removes a picture\'s description, date, location or camera details
Yes or no	Yes or no
Z to A / largest first	Z to A / largest first
false	false
in	in
out	out
response	response
state	state
true	true
